id,text,Tweet_punct,word_list
1274021303603748864, @urfrankgo: * 🏌🏿 .          frankgo img jaemin today I’ll แลกฟอล 𓐄 ตามทัก just rt this 、ยพท ลฟตท 🛹 https://t.co/WZ8wcXO2to,frankgo img jaemin today ill just rt this,"['frankgo', 'img', 'jaemin', 'today', 'ill', 'just', 'rt', 'this']"
1274021306086961152, @whichbbang: * scared of tbz??? i mean who wouldn't be if they knew tbz has a genius artist mad scientist kevin moon https://t.co/sb7FMy…,scared of tbz i mean who wouldnt be if they knew tbz has a genius artist mad scientist kevin moon,"['scared', 'of', 'tbz', 'i', 'mean', 'who', 'wouldnt', 'be', 'if', 'they', 'knew', 'tbz', 'has', 'a', 'genius', 'artist', 'mad', 'scientist', 'kevin', 'moon']"
1274021307282190337,@scrillin246 Month *,month,['month']
1274021321672781825, @s8nhale: 𝖗𝖙 * 𝖉𝖒 #img20plus,img20plus,['img20plus']
1274021321739915265, @jmntical: * this is the start of their downfall *The downfall : https://t.co/NUnyBIfqqu,this is the start of their downfall the downfall,"['this', 'is', 'the', 'start', 'of', 'their', 'downfall', 'the', 'downfall']"
1274021322406850561, @KTH_Facts: #SweetNight_100일_축하해 is currently trending at #5 in Korea* Keep using the hashtags. Let's trend it higher. https://t.co/Hn…,sweetnight100 is currently trending at in korea keep using the hashtags lets trend it higher,"['sweetnight100', 'is', 'currently', 'trending', 'at', 'in', 'korea', 'keep', 'using', 'the', 'hashtags', 'lets', 'trend', 'it', 'higher']"
1274021325594656771,Voice *,voice,['voice']
1274021334553632770, @kay_mahapa: Fear of failure and of the unknown? That doesn't exist in * 2020 2.0 * #2020TwoPoint0 https://t.co/8e4vXpShKU,fear of failure and of the unknown that doesnt exist in 2020twopoint0,"['fear', 'of', 'failure', 'and', 'of', 'the', 'unknown', 'that', 'doesnt', 'exist', 'in', '2020twopoint0']"
1274021336378224640,@realDonaldTrump * WOW *  Joe Biden has a massive lead and it continues to grow.VOTE JOE BIDEN FOR TRANSITION TO G… https://t.co/wguIIN3nDI,wow joe biden has a massive lead and it continues to growvote joe biden for transition to g,"['wow', 'joe', 'biden', 'has', 'a', 'massive', 'lead', 'and', 'it', 'continues', 'to', 'growvote', 'joe', 'biden', 'for', 'transition', 'to', 'g']"
1274021337141477377, @Justin_FFB: Check out the @FatherSonFF show that dropped yesterdaywhere we got a chance to talk to @FFHitman from @TheFFBallers We ta…,check out the show that dropped yesterdaywhere we got a chance to talk to from we ta,"['check', 'out', 'the', 'show', 'that', 'dropped', 'yesterdaywhere', 'we', 'got', 'a', 'chance', 'to', 'talk', 'to', 'from', 'we', 'ta']"
1274021343487496194, @shafiur: #Rohingya #Covid19 news: * 10 Bed ICU and 10 BED HDU will open tomorrow at Sadar. UNHCR funded. *June 21st Opening of 60 be…,rohingya covid19 news bed icu and bed hdu will open tomorrow at sadar unhcr funded june 21st opening of be,"['rohingya', 'covid19', 'news', 'bed', 'icu', 'and', 'bed', 'hdu', 'will', 'open', 'tomorrow', 'at', 'sadar', 'unhcr', 'funded', 'june', '21st', 'opening', 'of', 'be']"
1274021345869742080, @mvmeet: Congress tried to topple BJP govt in Manipur but:* BJP won the lone Rajya Sabha seat in Manipur with 28 votes* BJP candidat…,congress tried to topple bjp govt in manipur but bjp won the lone rajya sabha seat in manipur with votes bjp candidat,"['congress', 'tried', 'to', 'topple', 'bjp', 'govt', 'in', 'manipur', 'but', 'bjp', 'won', 'the', 'lone', 'rajya', 'sabha', 'seat', 'in', 'manipur', 'with', 'votes', 'bjp', 'candidat']"
1274021347388198913,"""Facts &amp; Fallacies"" by Thomas Sowell.In this INSIGHTFUL 2011 interview, Professor Thomas Sowell outlines common m… https://t.co/YAVzDutW3M",facts amp fallacies by thomas sowellin this insightful interview professor thomas sowell outlines common m,"['facts', 'amp', 'fallacies', 'by', 'thomas', 'sowellin', 'this', 'insightful', 'interview', 'professor', 'thomas', 'sowell', 'outlines', 'common', 'm']"
1274021352727441409, @404seinetaclaus: * 𝖗𝖙 𝖉𝖒  #img20plus,img20plus,['img20plus']
1274021354077999104, @404seinetaclaus: * 𝖗𝖙 𝖉𝖒  #img20plus,img20plus,['img20plus']
1274021357488009216, @KTH_Facts: #SweetNight_100일_축하해 is currently trending at #5 in Korea* Keep using the hashtags. Let's trend it higher. https://t.co/Hn…,sweetnight100 is currently trending at in korea keep using the hashtags lets trend it higher,"['sweetnight100', 'is', 'currently', 'trending', 'at', 'in', 'korea', 'keep', 'using', 'the', 'hashtags', 'lets', 'trend', 'it', 'higher']"
1274021359266471942, @jmntical: * this is the start of their downfall *The downfall : https://t.co/NUnyBIfqqu,this is the start of their downfall the downfall,"['this', 'is', 'the', 'start', 'of', 'their', 'downfall', 'the', 'downfall']"
1274021373552230401, @Taschposh: *late post * yesterday on wonderful Thursday we passed our audit 🥳 sold 4 broadband and 1 TV all before 2pm  🥳🥳🥳 @ChrisSerin…,late post yesterday on wonderful thursday we passed our audit sold broadband and tv all before 2pm,"['late', 'post', 'yesterday', 'on', 'wonderful', 'thursday', 'we', 'passed', 'our', 'audit', 'sold', 'broadband', 'and', 'tv', 'all', 'before', '2pm']"
